budget,genres,id,production_companies,release_date,release_month,revenue,tagline,title,vote_average,award_noms
25000000,Drama,45317,"[{'name': 'Paramount Pictures', 'id': 4}]",12/17/2010,December,93617009,Every dream deserves a fighting chance.,The Fighter,7.2,7
4500000,Comedy,41556,"[{'name': '10th Hole Productions', 'id': 6691}, {'name': 'Benaroya Pictures', 'id': 6692}, {'name': 'Four of a Kind Productions', 'id': 6693}]",9/10/2010,September,123820,,The Romantics,4.8,0
7000000,Comedy,47088,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Likely Story', 'id': 1785}, {'name': 'Tax Credit Finance', 'id': 3782}, {'name': '3 Arts Entertainment', 'id': 36390}]",8/1/2010,August,453079,"They're not gigolos, they're gentlemen.",The Extra Man,5.9,0
12500000,Crime,45324,"[{'name': 'An Olive Branch Productions', 'id': 8689}, {'name': 'Rollercoaster Entertainment', 'id': 8690}, {'name': 'Vortex Words Pictures', 'id': 8691}, {'name': 'Hannibal Pictures', 'id': 8692}, {'name': 'Trigger Street Productions', 'id': 11801}, {'name': 'Bagman (2009)', 'id': 36028}, {'name': 'MCG', 'id': 36029}]",9/16/2010,September,1083683,Honor. Integrity. Principles. Everything is negotiable.,Casino Jack,6,0
25000000,Drama,48838,"[{'name': 'GK Films', 'id': 3281}, {'name': 'Henceforth', 'id': 6899}, {'name': 'Projection Pictures', 'id': 21923}, {'name': 'London Boulevard', 'id': 43792}]",11/10/2010,November,4644108,Not every criminal wants to be one.,London Boulevard,5.7,0
10000000,Science Fiction,42684,"[{'name': 'Rogue Pictures', 'id': 134}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Hydraulx', 'id': 10936}, {'name': 'Rat Entertainment', 'id': 12007}, {'name': 'Transmission Pictures', 'id': 12158}]",11/11/2010,November,66821036,Don't look up,Skyline,4.7,0
17000000,Drama,38117,"[{'name': 'CBS Films', 'id': 5490}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}, {'name': 'Storefront Films', 'id': 60600}]",1/21/2011,January,43165571,Love is never ugly.,Beastly,5.9,0
30000000,Drama,43347,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'New Regency Pictures', 'id': 10104}]",11/22/2010,November,102820008,Addicted to one-night stands or dependent on one another?,Love & Other Drugs,6.6,0
155000000,Adventure,10140,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Walden Media', 'id': 10221}]",8/13/2010,August,415686217,Return to magic. Return to hope. Return to Narnia.,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,0
65000,Romance,47607,"[{'name': 'Tiny Ponies', 'id': 65873}]",11/12/2010,November,416498,"Aura would like you to know that she is having a very, very hard time.",Tiny Furniture,5.6,0
100000000,Action,37710,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Peninsula Films', 'id': 682}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Sony Pictures Releasing', 'id': 3045}, {'name': 'GK Films', 'id': 3281}, {'name': 'Sony Pictures Worldwide Acquisitions (SPWA)', 'id': 14577}, {'name': 'Italian Tax Credit', 'id': 21212}, {'name': 'Birnbaum/Barber', 'id': 23731}, {'name': 'Cineroma SRL', 'id': 23732}, {'name': 'French Tax Credit', 'id': 23733}]",12/8/2010,December,278731369,It all started when he met a woman,The Tourist,6,0
2500000,Horror,43919,"[{'name': 'ArieScope Pictures', 'id': 3960}, {'name': 'Dark Sky Films', 'id': 4592}]",8/26/2010,August,52604,Victor Crowley Lives Again,Hatchet II,5.6,0
27000000,Action,43930,"[{'name': 'Omnilab Media', 'id': 2729}, {'name': 'Ambience Entertainment', 'id': 3427}]",8/8/2010,August,16504936,Where were you when everything changed?,"Tomorrow, When the War Began",6.2,0
38000000,Drama,44264,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Skydance Productions', 'id': 6277}]",12/22/2010,December,252276927,Punishment Comes One Way or Another.,True Grit,7.2,0
170000000,Adventure,20526,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'Prana Studios', 'id': 18713}, {'name': 'Sean Bailey Productions', 'id': 23791}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}]",12/10/2010,December,400062763,The Game Has Changed.,TRON: Legacy,6.3,0
8000000,Comedy,44009,"[{'name': 'Film4', 'id': 9349}, {'name': 'Thin Man Films', 'id': 10100}]",11/5/2010,November,18124262,,Another Year,7,0
120000000,Comedy,42888,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Gracie Films', 'id': 18}, {'name': 'Road Rebel', 'id': 2648}]",12/17/2010,December,48668907,How do you know it's love?,How Do You Know,4.9,0
30000000,Comedy,46829,"[{'name': 'Serendipity Point Films', 'id': 805}]",10/26/2010,October,8454301,First he got married. Then he got married again. Then he met the love of his life.,Barney's Version,7.2,0
15000000,Drama,44129,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Battle Mountain Films', 'id': 7288}]",10/21/2010,October,4882577,"In America, we give our lives to our jobs. It's time to take them back.",The Company Men,6.4,0
24000000,Crime,41283,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'State Street Pictures', 'id': 3356}, {'name': 'CBS Films', 'id': 5490}]",11/23/2010,November,23081726,Slow Justice is no Justice,Faster,6.1,0
5000000,Drama,27585,"[{'name': 'Olympus Pictures', 'id': 7400}]",12/16/2010,December,5129058,The only way out is through.,Rabbit Hole,6.8,0
100000000,Comedy,39451,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Everyman Pictures', 'id': 2242}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Dreamworks Pictures', 'id': 7852}, {'name': 'Tribeca Productions', 'id': 11391}]",12/21/2010,December,310650585,"Kids bring everyone closer, right?",Little Fockers,5.5,0
112000000,Comedy,38745,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Dune Entertainment III', 'id': 6332}]",12/25/2010,December,237382724,Something big is going down.,Gulliver's Travels,4.9,0
7000000,Action,56812,"[{'name': 'TelevisiÃ³n EspaÃ±ola (TVE)', 'id': 6639}, {'name': 'La Fabrique 2', 'id': 7346}, {'name': 'Tornasol Films', 'id': 7680}, {'name': 'uFilm', 'id': 8676}, {'name': 'Canal+ EspaÃ±a', 'id': 9335}, {'name': 'Castafiore Films', 'id': 9971}, {'name': 'Umedia', 'id': 19037}]",12/17/2010,December,3218666,,The Last Circus,6.6,0
25000000,Drama,33870,"[{'name': 'Great Scott Productions Pty. Ltd.', 'id': 2814}]",10/1/2009,October,20719451,æœ€åŽçš„èˆžè€…,Mao's Last Dancer,6.8,0
55000000,Drama,42297,"[{'name': 'Bedford Falls Productions', 'id': 348}]",11/23/2010,November,89519773,It takes a legend... to make a star,Burlesque,6.9,0
37000000,Fantasy,51739,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Buena Vista Home Entertainment', 'id': 11200}, {'name': 'Hakuhodo DY Media Partners', 'id': 11846}, {'name': 'Mitsubishi Shoji', 'id': 20191}, {'name': 'Nippon Television Network (NTV)', 'id': 20192}, {'name': 'Walt Disney Company', 'id': 20193}]",7/16/2010,July,145570827,Do not be seen by humans. That's been the law of children of the underfloor.,The Secret World of Arrietty,7.4,0
5000000,Comedy,46838,"[{'name': 'Eden Rock Media', 'id': 2273}]",1/22/2010,January,5476793,Evil just messed with the wrong hillbillies.,Tucker and Dale vs Evil,7.3,0
80000000,Comedy,41515,"[{'name': 'De Line Pictures', 'id': 2609}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Rhythm and Hues', 'id': 13481}, {'name': 'Picnic Basket', 'id': 19045}]",12/11/2010,December,201584141,Life's a Pic-A-Nic,Yogi Bear,5.2,0
1500000,Documentary,46689,"[{'name': 'O2 Filmes', 'id': 345}, {'name': 'Almega Projects', 'id': 66625}]",1/24/2010,January,187716,What happens in the world's largest trash city will transform you.,Waste Land,7.6,0
7000000,Drama,23830,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Nick Wechsler Productions', 'id': 8073}, {'name': 'Star Entertainment', 'id': 23035}]",5/11/2010,May,7644937,Temptation can lead anywhere.,Last Night,6.1,0
120000000,Action,40805,"[{'name': 'Original Film', 'id': 333}, {'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'Reliance BIG Entertainment', 'id': 6733}]",1/12/2011,January,227817248,Breaking the Law to Protect It.,The Green Hornet,5.5,0
30000000,Drama,49009,"[{'name': 'Polish Film Institute', 'id': 6555}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Exclusive Films', 'id': 13920}, {'name': 'Monolith Films', 'id': 18392}, {'name': 'On the Road', 'id': 23992}, {'name': 'Point Blank Productions', 'id': 23993}, {'name': 'National Geographic Films', 'id': 66330}, {'name': 'Kontsept Film Company', 'id': 76067}]",9/3/2010,September,20348249,Their escape was just the beginning.,The Way Back,6.8,0
42000000,Adventure,46528,"[{'name': 'Boram Entertainment Inc.', 'id': 2965}]",12/2/2010,December,11087569,Assassin. Hero. Legend.,The Warrior's Way,6.3,0
9100000,Thriller,14070,"[{'name': 'Geetha Arts', 'id': 38582}]",12/25/2008,December,76000000,,Ghajini,6.9,0
40000000,Adventure,23047,"[{'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Relativity Media', 'id': 7295}]",1/7/2011,January,88100000,Not all souls can be saved.,Season of the Witch,5.2,0
11000000,Horror,23174,"[{'name': 'Alive Productions', 'id': 4451}, {'name': 'Amicus Entertainment', 'id': 4452}]",8/15/2008,August,15500000,,It's Alive,4,0
163000000,Action,49849,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'platinum studios', 'id': 7218}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Fairview Entertainment', 'id': 7297}, {'name': 'K/O Camera Toys', 'id': 23300}]",7/29/2011,July,174822325,First Contact. Last Stand.,Cowboys & Aliens,5.4,0
70000000,Comedy,44564,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Wild West Picture Show Productions', 'id': 2796}]",1/13/2011,January,67112664,Two best friends. Nothing could come between them... or could it?,The Dilemma,5.2,0
27000000,Thriller,51876,"[{'name': 'Rogue Pictures', 'id': 134}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Virgin Produced', 'id': 8852}, {'name': 'Many Rivers Productions', 'id': 8854}, {'name': 'Boy of the Year', 'id': 8855}, {'name': 'Intermedia', 'id': 8856}]",3/8/2011,March,161849455,What if a pill could make you rich and powerful?,Limitless,7.1,0
2000000,Thriller,43947,"[{'name': 'Anchor Bay Films', 'id': 5860}, {'name': 'Cinetel Films', 'id': 10399}, {'name': 'Family of the Year Productions', 'id': 21624}]",6/17/2010,June,572809,It's Date Night,I Spit on Your Grave,6.3,0
25000000,Comedy,41630,"[{'name': 'Katalyst Films', 'id': 817}, {'name': 'The Montecito Picture Company', 'id': 2364}, {'name': 'Handsomecharlie Films', 'id': 8873}]",1/21/2011,January,147780440,Friendship has its benefits.,No Strings Attached,6.1,0
40000000,Crime,50348,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Lionsgate', 'id': 1632}]",3/17/2011,March,85412898,This Case is a Dangerous Game of Life and Death,The Lincoln Lawyer,7,0
37000000,Drama,48171,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Contrafilm', 'id': 1836}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Hungarian National Film Office', 'id': 17336}, {'name': 'Lazio Film Commission', 'id': 20419}, {'name': 'Rome Film Commission', 'id': 21211}, {'name': 'Italian Tax Credit', 'id': 21212}]",1/28/2011,January,96047633,You can only defeat it when you believe.,The Rite,5.8,0
93,Comedy,50217,"[{'name': 'Lewis Gilbert Productions', 'id': 1575}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Modern VideoFilm', 'id': 7304}]",1/28/2011,January,2500000,A riches to rags story.,From Prada to Nada,5,0
15000000,Drama,45272,"[{'name': 'Maguire Entertainment', 'id': 2236}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Sony Pictures Home Entertainment', 'id': 5388}]",12/22/2010,December,20529194,It doesn't matter where you've been as long as you come back strong.,Country Strong,5.9,0
30000000,Action,48138,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Panda Productions Inc.', 'id': 12408}, {'name': 'Horticus UK', 'id': 12409}]",2/16/2011,February,130786397,Take Back Your Life,Unknown,6.5,0
30000000,Action,48340,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Wayfare Entertainment', 'id': 5703}, {'name': 'Sanctum Australia', 'id': 6490}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Great Wight Productions/ Osford Films', 'id': 19960}, {'name': 'Start Motion Pictures', 'id': 19961}]",2/3/2011,February,108609310,The only way out is down.,Sanctum,5.8,0
36000000,Animation,45772,"[{'name': 'Starz Animation', 'id': 2885}, {'name': 'Touchstone Pictures', 'id': 9195}]",1/13/2011,January,189712432,A little adventure goes a lawn way.,Gnomeo & Juliet,5.8,0
10000000,Comedy,50204,"[{'name': 'Ealing Studios', 'id': 2650}, {'name': 'Fragile Films', 'id': 2651}, {'name': 'Quickfire Films', 'id': 4186}, {'name': 'Prescience', 'id': 6901}, {'name': 'Aegis Film Fund', 'id': 7309}]",10/29/2010,October,4349187,No Job Too Small. No Body Too Big. No Questions Asked.,Burke & Hare,6.1,0
10000000,Mystery,43552,"[{'name': 'Plum Pictures', 'id': 2224}, {'name': 'Herrick Entertainment', 'id': 6666}, {'name': 'Mandalay Vision', 'id': 6667}, {'name': 'Circle of Confusion', 'id': 23921}, {'name': 'Forest Park Pictures', 'id': 23922}]",9/11/2010,September,1068682,Stay in the light.,Vanishing on 7th Street,4.8,0
40000000,Adventure,39513,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Big Talk Productions', 'id': 443}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Working Title Films', 'id': 10163}]",2/14/2011,February,97552050,Who's up for a close encounter?,Paul,6.5,0
50000000,Fantasy,47327,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Michael De Luca Productions', 'id': 11370}]",2/24/2011,February,28931401,One hell of a ride.,Drive Angry,5.3,0
135000000,Animation,44896,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'GK Films', 'id': 3281}, {'name': 'Blind Wink', 'id': 10262}, {'name': 'Paramount Animation', 'id': 24955}]",3/2/2011,March,245724603,Heroes come in all different colors.,Rango,6.6,1
19000000,Comedy,50725,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Rogue Pictures', 'id': 134}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Internationale Filmproduktion Blackbird Dritte', 'id': 19855}]",3/4/2011,March,6928068,Best. Night. Ever.,Take Me Home Tonight,6.2,0
50200000,Science Fiction,38050,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Gambit Pictures', 'id': 6933}, {'name': 'Electric Shepherd Productions', 'id': 11834}]",3/3/2011,March,127869379,Fight for your fate.,The Adjustment Bureau,6.5,0
40000000,Action,27582,"[{'name': 'CBS Films', 'id': 5490}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Chartoff-Winkler Productions', 'id': 12252}, {'name': 'Scared Productions', 'id': 22035}, {'name': 'Nu Image Entertainment GmbH', 'id': 22443}]",1/13/2011,January,51070807,Someone has to fix the problems.,The Mechanic,6.3,0
36000000,Comedy,48988,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Conundrum Entertainment', 'id': 1156}]",2/25/2011,February,83160734,"One Week, No Rules",Hall Pass,5.4,0
25000000,Adventure,49494,"[{'name': 'Toledo Productions', 'id': 6326}, {'name': 'Film4', 'id': 9349}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Prime Focus', 'id': 15357}, {'name': 'Twins Financing', 'id': 20899}]",2/8/2011,February,27122040,The destiny of a soldier. The honour of a slave. The fate of an empire.,The Eagle,5.9,0
50000000,Action,46529,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Reliance BIG Entertainment', 'id': 6733}, {'name': 'Bay Films', 'id': 6734}, {'name': 'Touchstone Pictures', 'id': 9195}]",2/18/2011,February,144492830,Three like him have already been killedâ€¦he is Number Four.,I Am Number Four,5.9,0
10400000,War,51200,"[{'name': 'Taewon Entertainment', 'id': 3965}, {'name': 'CJ Entertainment', 'id': 7036}, {'name': 'UBU Film', 'id': 12682}, {'name': 'H Plus Communication', 'id': 12683}]",6/16/2010,June,20967660,,71: Into the Fire,7,0
70000000,Action,44943,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Relativity Media', 'id': 7295}]",3/8/2011,March,202466756,It's not war. It's survival.,Battle: Los Angeles,5.5,0
10000000,Comedy,25186,"[{'name': 'Cube Vision', 'id': 2780}, {'name': 'Dimension Films', 'id': 7405}]",10/16/2009,October,9069,,Janky Promoters,7,0
150000000,Adventure,50321,"[{'name': 'Walt Disney Animation Studios', 'id': 6125}]",3/9/2011,March,38992758,Mom needs a little space.,Mars Needs Moms,5.6,0
15000000,Action,31162,"[{'name': 'Bazelevs Production', 'id': 1038}]",12/31/2009,December,21500000,,Black Lightning,5.3,0
80000000,Romance,50546,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}]",2/10/2011,February,214918407,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,0
42000000,Fantasy,49730,"[{'name': 'Appian Way', 'id': 562}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Random Films', 'id': 7262}]",3/11/2011,March,89162162,Who's afraid?,Red Riding Hood,5.7,0
32000000,Crime,38322,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'The Collective Studios', 'id': 21237}, {'name': 'Runteldat Entertainment', 'id': 73956}, {'name': 'Friendly Films (II)', 'id': 81136}, {'name': 'Friendly Films Productions', 'id': 81137}]",2/16/2011,February,83615414,Momma's got back-up.,"Big Mommas: Like Father, Like Son",5.3,0
2500000,Comedy,45132,"[{'name': 'This Is That Productions', 'id': 10059}, {'name': 'Ambush Entertainment', 'id': 14406}, {'name': 'Crimson Bolt', 'id': 14407}]",9/9/2010,September,324138,"Shut up, crime!",Super,6.6,0
